020-07-29 16:36:04,731 [main] INFO OrangeHRM - URL is opened
2020-08-04 21:37:58,492 [main] INFO OrangeHRM - Test is passed
2020-08-04 21:38:05,574 [main] INFO OrangeHRM - Username Provided
2020-08-04 21:38:05,666 [main] INFO OrangeHRM - Password Provided
2020-08-04 21:38:12,699 [main] INFO OrangeHRM - Click on Edit Button
2020-08-04 21:38:12,847 [main] INFO OrangeHRM - Enter first name
2020-08-04 21:38:12,979 [main] INFO OrangeHRM - Enter last name
2020-08-04 21:38:13,102 [main] INFO OrangeHRM - Insert ID
2020-08-04 21:38:13,332 [main] INFO OrangeHRM - Data is inserting
2020-08-04 21:38:13,413 [main] INFO OrangeHRM - Gender is Choosing
2020-08-04 21:38:13,491 [main] INFO OrangeHRM - Choose Material status
2020-08-04 21:38:13,554 [main] INFO OrangeHRM - Choose Nationality
2020-08-04 21:38:15,301 [main] INFO OrangeHRM - Save Sucessfully
2020-08-04 21:38:15,308 [main] INFO OrangeHRM - Test is passed
2020-08-05 12:02:07,315 [main] INFO OrangeHRM - URL is opened
2020-08-05 12:02:09,592 [main] INFO OrangeHRM - Entered Username
2020-08-05 12:02:09,680 [main] INFO OrangeHRM - Entered Password
2020-08-05 12:02:12,144 [main] INFO OrangeHRM - Test is passed
2020-08-05 12:02:25,553 [main] INFO OrangeHRM - Username Provided
2020-08-05 12:02:25,643 [main] INFO OrangeHRM - Password Provided
2020-08-05 12:02:42,066 [main] INFO OrangeHRM - Click on Edit Button
2020-08-05 12:02:42,207 [main] INFO OrangeHRM - Enter first name
2020-08-05 12:02:42,334 [main] INFO OrangeHRM - Enter last name
2020-08-05 12:02:42,453 [main] INFO OrangeHRM - Insert ID
2020-08-05 12:02:42,687 [main] INFO OrangeHRM - Data is inserting
2020-08-05 12:02:42,770 [main] INFO OrangeHRM - Gender is Choosing
2020-08-05 12:02:42,877 [main] INFO OrangeHRM - Choose Material status
2020-08-05 12:02:42,939 [main] INFO OrangeHRM - Choose Nationality
2020-08-05 12:02:44,613 [main] INFO OrangeHRM - Save Sucessfully
2020-08-05 12:02:44,619 [main] INFO OrangeHRM - Test is passed
2020-08-05 12:51:01,091 [main] INFO OrangeHRM - URL is opened
2020-08-05 12:51:03,333 [main] INFO OrangeHRM - Entered Username
2020-08-05 12:51:03,419 [main] INFO OrangeHRM - Entered Password
2020-08-05 12:51:05,845 [main] INFO OrangeHRM - Test is passed
2020-08-05 12:51:32,136 [main] INFO OrangeHRM - Username Provided
2020-08-05 12:51:32,231 [main] INFO OrangeHRM - Password Provided
2020-08-05 12:51:39,840 [main] INFO OrangeHRM - Click on Edit Button
2020-08-05 12:51:39,976 [main] INFO OrangeHRM - Enter first name
2020-08-05 12:51:40,109 [main] INFO OrangeHRM - Enter last name
2020-08-05 12:51:40,237 [main] INFO OrangeHRM - Insert ID
2020-08-05 12:51:40,455 [main] INFO OrangeHRM - Data is inserting
2020-08-05 12:51:40,528 [main] INFO OrangeHRM - Gender is Choosing
2020-08-05 12:51:40,599 [main] INFO OrangeHRM - Choose Material status
2020-08-05 12:51:40,662 [main] INFO OrangeHRM - Choose Nationality
2020-08-05 12:51:42,841 [main] INFO OrangeHRM - Save Sucessfully
2020-08-05 12:51:42,847 [main] INFO OrangeHRM - Test is passed
